AGREEMENT_RK;P
75286343;0.14956798091315449
62806593;0.17476961327666185
66841260;0.08078012232516371
60086225;0.12370954184578924
74187778;0.051811717084321994
65247021;0.13514261823631124
62769443;0.24331995823476568
61520527;0.12093967579131508
67337621;0.12149601729809621
65487437;0.09874901552928934
74993775;0.12234799689146889
74827282;0.17936087213524168
62245105;0.1283926335299027
67526900;0.11972703247442933
64558380;0.17198729320119846
66755517;0.13964412319506334
60084994;0.1646889559067957
67323770;0.1329912486774487
61975558;0.16542595896493045
67084698;0.15626697967870432
59938448;0.10158717915046726
66673515;0.1055190126867921
66894113;0.12149222707135118
61373439;0.14598935128010745
61873360;0.14803003736378123
65473726;0.15850356926131512
65491465;0.13845606540681626
67216619;0.11300806896041218
61119889;0.04431620444899999
66831866;0.21283226917157558
74823100;0.1866343236101359
63624584;0.13364778698306515
62937067;0.11917537032649475
64376105;0.09481809446464559
65227391;0.13294393096226356
66767064;0.06377145167116781
67414475;0.20647946140216505
74273726;0.1203395357069525
74465574;0.142417556112995
74845368;0.10505464993865042
75280184;0.13266802610728645
72295251;0.15673159654987748
65499617;0.10169631583705534
62608718;0.26437681839313726
63319506;0.15427839391920345
67317660;0.06309256179329452
73825830;0.19533470178279122
73827566;0.18390050916209508
74647636;0.13918941922909117
74954712;0.13648166142065665
64334099;0.15324925974050038
64457094;0.23253938984519038
67175366;0.08326518880308943
66199496;0.13666709377020816
64334030;0.23383930982448498
63900905;0.1637918607923644
63983465;0.14689348569572439
64589640;0.1432868394255604
64830670;0.12073659983236591
64883805;0.15457648970429314
64914808;0.1151305459676851
65200971;0.1618002165930494
65482157;0.09420152578327518
65574496;0.1451912389664007
66196650;0.11782388983246123
67210312;0.17288992049003568
67316640;0.13946720546148528
72298205;0.1274323856934203
74017421;0.1574224237271787
74479225;0.11760574911743492
61533592;0.18590754846900426
64420801;0.12963161729891998
64905821;0.18317549870366634
66081503;0.1759980740915141
66089901;0.10917610864574533
66979627;0.25248644394165454
67170968;0.06816039668567152
67171479;0.12149065409989142
67442906;0.1298211414091337
67547540;0.20027721837208276
67547753;0.12807194977818862
72273050;0.1702245687662094
74649719;0.2477628286493362
75213366;0.20513979296868348
75017141;0.1431078167271918
64845954;0.06850765994593164
74655373;0.03932625397911895
64549980;0.06724400958238275
65224570;0.08651397046997644
72291232;0.04487133891511258
66194803;0.07470163824010932
74642851;0.1373010930892841
75210281;0.18153358078964293
66839748;0.1635229641436123
67078839;0.20336863549610787
75202145;0.1488877391548733
65495756;0.12188321552752568
66192536;0.16784432935541477
66922110;0.1789441920594187
63092355;0.11161458342131922
74994379;0.16331183206701724
65417127;0.15110499649440387
74543639;0.13786508925862828
61932606;0.12973933796393672
62802680;0.16231553071487737
64340696;0.11298396501640585
67426651;0.13966382032320182
61420318;0.10552724776294282
74525756;0.13862943719800974
67421487;0.10542404529907731
67146241;0.14702908399415834
62936848;0.09863213009730289
74657604;0.1361687950297389
60100732;0.15750374687444937
65413898;0.11611182959787329
62259775;0.17545413316759978
74478808;0.17725282144444818
61377961;0.15573144010148754
73841222;0.1641367270888749
60380708;0.2308193089374468
65207080;0.09189022179156434
66700440;0.13930223799949565
60471784;0.16841778584988043
59923966;0.14832094378015256
66081926;0.11812125890035395
61536843;0.12096410538215432
62391443;0.09019050754188669
64583872;0.09043269458694601
65416687;0.107900320640272
67165203;0.15814818902689531
67218870;0.13673032017721015
67417118;0.12785125245552403
67424027;0.16244011781327375
67544090;0.2652581192077256
74638159;0.14528357633039254
60459573;0.14083724463232167
61244363;0.1153803378262171
62035396;0.12684422382080676
62167159;0.10862576446219051
62177725;0.11202006534741155
62373489;0.17192915905758993
62799301;0.09554377312081616
62804775;0.24003051894105892
64911003;0.11863901434325777
65243007;0.060173238711115025
65497118;0.09115456307932919
66092503;0.09494882637688154
67229516;0.12745623649150506
74944214;0.20332489576708818
63009684;0.19652811245861937
64435774;0.12654029924562338
66091300;0.1128716002056172
74025673;0.15693394066395597
61240242;0.21973045550387502
61415723;0.16828054301674633
62378260;0.23797459570929927
62608898;0.13511038314223733
66663487;0.1488214049179794
66666786;0.20026561228072287
62089737;0.20202452158951534
62372512;0.1620547542399527
67068639;0.13403663068590513
61246228;0.1492792641952318
62801000;0.20453910410862286
63602866;0.16535930975933652
74822124;0.16651699621137198
61351768;0.20806301776714045
67438206;0.15277197539970383
62941488;0.2538991561288106
67166435;0.16848295766569352
62088688;0.30648668915372923
65479992;0.12732364130776988
75021315;0.15282326728036097
60473297;0.24504031833248463
61040537;0.12372215860290264
61051208;0.1301696187030109
61294171;0.12170346194255716
61307417;0.14570515909877996
61931011;0.09653849186460849
62426726;0.12331125671800561
62507254;0.1654166513689588
63292593;0.15708708721091805
64376100;0.1662778328049261
64422698;0.1485917910839386
66188690;0.09626148770540449
66194038;0.16385085957076326
66414487;0.10051600462940535
67086669;0.10134556189695706
74533157;0.10241116104760459
74556298;0.17503471674384224
74994517;0.13506927789081466
59911322;0.17823516999872138
60391253;0.1643215500232105
61139034;0.2056586055519191
61144030;0.2189627704785956
61144405;0.09950291992577093
61379902;0.1699860673250742
61435627;0.23558439129494504
62490793;0.19259278294822046
63003715;0.15215175522772947
66762978;0.1480544925788689
67222019;0.08515770319977535
74639500;0.13643438472105457
75032740;0.1552190431630069
61381691;0.1996271356934562
62798648;0.14304061404028454
74033210;0.12536629310220254
59936610;0.15365529749832565
60044240;0.14439910355610222
60111900;0.14421959224606395
60459576;0.14912790891653518
61041303;0.10228382102827396
61110904;0.17619822511346717
61304969;0.15553469484556715
61351678;0.16913901134612744
61374577;0.14552287276248427
61836865;0.11995718047421829
61969747;0.19830350459750018
62089254;0.1353558075799942
62092649;0.26249348268707484
62244845;0.12230462938379141
62615783;0.14157509170565685
62946952;0.056414062170453944
62988666;0.2038701396472916
63322699;0.17249096291562138
63324004;0.12973864450311323
64360730;0.2396795503038157
64431989;0.12981153546429305
64441488;0.22741676735006314
64552957;0.20243827958824728
65402690;0.15063449536962586
65419621;0.17079617054960075
66187341;0.17032716572547327
66192966;0.20848213745045577
66195885;0.20106928661544524
66974804;0.12024789387433531
67215141;0.16038382982503713
67322997;0.09966177703664586
67427609;0.15775892333683908
67439016;0.14874724901638875
60101206;0.11800871282652438
60463185;0.18790149509662404
61228410;0.1605658822863523
61249777;0.1245827219305364
62078851;0.22582228893267137
62797750;0.15039616915590542
63604417;0.22542794673269245
63899284;0.14366135655854081
63989583;0.11469139865295365
64345763;0.136499542133906
64558604;0.10793970836253204
64842309;0.22068465117110064
67019509;0.13363928323839666
67315041;0.17943186291519342
72269286;0.06563840619068047
74515719;0.11581314846948887
74836520;0.1776214386262752
65423278;0.11518604940604751
67324438;0.16798835398012535
74016282;0.17299826414394234
61315533;0.3117144832670839
